DATE;Location;GEOGRAPHY_CODE;Gender;Age Group;Claimant Count;Claimant Rate (% of population);partlookup;lookup;Population;partdem;demographic_category
2019-01-01;Leicester;E06000016;Male;All categories: Age 16+;3215;2.6331523297050707;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2019-01-01;Leicester;E06000016;Male;Aged 35-39;385;2.9142381348875936;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2019-01-01;Leicester;E06000016;Male;Aged 45-49;315;2.817783343769568;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2019-01-01;Leicester;E06000016;Male;Aged 50-54;280;2.563867777676037;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2019-01-01;Leicester;E06000016;Male;Aged 65+;5;0.025016260569370095;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2019-01-01;Leicester;E06000016;Female;Aged 25-29;285;2.066565151185556;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2019-01-01;Leicester;E06000016;Female;Aged 40-44;235;1.9077772365643773;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2019-01-01;Leicester;E06000016;Female;Aged 65+;10;0.04252062250191343;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2019-01-01;England;E92000001;Total;Aged 16-24;152545;2.546987660521416;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2019-01-01;England;E92000001;Total;Aged 50-54;83010;2.1242381173431077;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2019-01-01;England;E92000001;Total;Aged 65+;1710;0.016440241596560892;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2019-01-01;England;E92000001;Male;Aged 50-54;48545;2.5246182129270647;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2019-01-01;England;E92000001;Male;Aged 55-59;44300;2.3694084234341446;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2019-01-01;England;E92000001;Male;Aged 65+;1030;0.021635419239811188;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2019-01-01;England;E92000001;Female;Aged 50-54;34465;1.7363691370147145;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2019-02-01;Leicester;E06000016;Total;All categories: Age 16+;6135;2.478567561671286;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2019-02-01;Leicester;E06000016;Total;Aged 25-29;815;2.9866608032834945;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2019-02-01;Leicester;E06000016;Total;Aged 30-34;790;2.872936213542803;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2019-02-01;Leicester;E06000016;Total;Aged 40-44;595;2.4099801531046214;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2019-02-01;Leicester;E06000016;Total;Aged 55-59;510;2.6187419768934532;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2019-02-01;Leicester;E06000016;Total;Aged 65+;25;0.05746465923457074;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2019-02-01;Leicester;E06000016;Male;Aged 16-24;660;2.248798936931412;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2019-02-01;Leicester;E06000016;Male;Aged 35-39;415;3.141321625917796;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2019-02-01;Leicester;E06000016;Male;Aged 40-44;340;2.7483631072669956;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2019-02-01;Leicester;E06000016;Male;Aged 45-49;335;2.9966902227390646;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2019-02-01;Leicester;E06000016;Male;Aged 50-54;305;2.7927845435399687;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2019-02-01;Leicester;E06000016;Male;Aged 55-59;305;3.157023082496636;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2019-02-01;Leicester;E06000016;Male;Aged 60-64;240;2.772963604852686;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2019-02-01;Leicester;E06000016;Female;Aged 35-39;245;1.745387190995227;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2019-02-01;Leicester;E06000016;Female;Aged 55-59;205;2.088852659466069;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2019-02-01;England;E92000001;Total;Aged 60-64;65310;2.0058366129217524;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2019-02-01;England;E92000001;Male;All categories: Age 16+;513565;2.9302334949312803;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2019-02-01;England;E92000001;Male;Aged 35-39;54005;2.93201875232436;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2019-02-01;England;E92000001;Female;Aged 16-24;65000;2.1988207555148116;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2019-02-01;England;E92000001;Female;Aged 30-34;44150;2.159600070437692;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2019-02-01;England;E92000001;Female;Aged 35-39;38810;1.98670581038503;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2019-02-01;England;E92000001;Female;Aged 50-54;36170;1.8222681469845416;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2019-03-01;Leicester;E06000016;Total;All categories: Age 16+;6370;2.573508617415826;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2019-03-01;Leicester;E06000016;Total;Aged 16-24;1255;2.1049630163868436;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2019-03-01;Leicester;E06000016;Total;Aged 40-44;615;2.4909878893434323;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2019-03-01;Leicester;E06000016;Total;Aged 55-59;530;2.7214377406931964;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2019-03-01;Leicester;E06000016;Male;Aged 30-34;495;3.7350033954576327;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2019-03-01;Leicester;E06000016;Male;Aged 45-49;335;2.9966902227390646;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2019-03-01;Leicester;E06000016;Male;Aged 50-54;300;2.7470011903671825;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2019-03-01;Leicester;E06000016;Male;Aged 65+;10;0.05003252113874019;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2019-03-01;Leicester;E06000016;Female;Aged 30-34;320;2.2464022464022464;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2019-03-01;Leicester;E06000016;Female;Aged 40-44;275;2.2325052768306546;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2019-03-01;Leicester;E06000016;Female;Aged 50-54;240;2.187386073641998;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2019-03-01;Leicester;E06000016;Female;Aged 55-59;205;2.088852659466069;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2019-03-01;Leicester;E06000016;Female;Aged 60-64;200;2.321262766945218;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2019-03-01;Leicester;E06000016;Female;Aged 65+;10;0.04252062250191343;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2019-03-01;England;E92000001;Total;All categories: Age 16+;900650;2.5295134240166632;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2019-03-01;England;E92000001;Total;Aged 35-39;95265;2.5100187332527093;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2019-03-01;England;E92000001;Total;Aged 40-44;83250;2.3251553036164054;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2019-03-01;England;E92000001;Total;Aged 45-49;87405;2.42613413200579;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2019-03-01;England;E92000001;Total;Aged 55-59;79130;2.0788841018829234;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2019-03-01;England;E92000001;Total;Aged 65+;3065;0.029467450580970257;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2019-03-01;England;E92000001;Male;Aged 30-34;63930;3.350233856070432;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2019-03-01;England;E92000001;Male;Aged 40-44;47160;2.689191400745971;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2019-03-01;England;E92000001;Male;Aged 50-54;51560;2.681415491987217;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2019-03-01;England;E92000001;Male;Aged 60-64;39420;2.4607340628142635;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2019-03-01;England;E92000001;Male;Aged 65+;1825;0.03833460205112176;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2019-03-01;England;E92000001;Female;All categories: Age 16+;371845;2.0567509380785465;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2019-03-01;England;E92000001;Female;Aged 50-54;36895;1.8587941189658466;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2019-03-01;England;E92000001;Female;Aged 55-59;32265;1.6659747695053038;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2019-04-01;Leicester;E06000016;Total;All categories: Age 16+;6550;2.646229426071218;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2019-04-01;Leicester;E06000016;Total;Aged 25-29;915;3.3531222515391383;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2019-04-01;Leicester;E06000016;Total;Aged 35-39;720;2.6423957721667644;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2019-04-01;Leicester;E06000016;Total;Aged 50-54;530;2.420865116703969;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2019-04-01;Leicester;E06000016;Male;Aged 25-29;585;4.33429651033563;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2019-04-01;Leicester;E06000016;Male;Aged 30-34;505;3.8104580095072818;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2019-04-01;Leicester;E06000016;Male;Aged 45-49;350;3.1308703819661865;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2019-04-01;Leicester;E06000016;Female;Aged 30-34;330;2.3166023166023164;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2019-04-01;Leicester;E06000016;Female;Aged 40-44;275;2.2325052768306546;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2019-04-01;Leicester;E06000016;Female;Aged 45-49;255;2.244718309859155;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2019-04-01;Leicester;E06000016;Female;Aged 65+;15;0.06378093375287014;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2019-04-01;England;E92000001;Total;All categories: Age 16+;915240;2.5704900529584314;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2019-04-01;England;E92000001;Total;Aged 55-59;79650;2.092545415328887;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2019-04-01;England;E92000001;Male;Aged 30-34;65370;3.4256966552686396;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2019-04-01;England;E92000001;Male;Aged 50-54;51815;2.694676953400265;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2019-04-01;England;E92000001;Male;Aged 55-59;47270;2.5282604102874044;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2019-04-01;England;E92000001;Male;Aged 60-64;39585;2.4710339390284783;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2019-04-01;England;E92000001;Female;Aged 16-24;68100;2.3036875915470567;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2019-04-01;England;E92000001;Female;Aged 25-29;48410;2.551421069330559;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2019-04-01;England;E92000001;Female;Aged 30-34;46725;2.285556359936606;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2019-05-01;Leicester;E06000016;Total;All categories: Age 16+;6605;2.6684496731603655;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2019-05-01;Leicester;E06000016;Total;Aged 16-24;1275;2.138508243739622;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2019-05-01;Leicester;E06000016;Total;Aged 40-44;655;2.653003361821054;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2019-05-01;Leicester;E06000016;Male;Aged 16-24;750;2.5554533374220587;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2019-05-01;Leicester;E06000016;Male;Aged 25-29;555;4.1120248944209825;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2019-05-01;Leicester;E06000016;Male;Aged 35-39;465;3.519794110968132;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2019-05-01;Leicester;E06000016;Male;Aged 65+;20;0.10006504227748038;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2019-05-01;Leicester;E06000016;Female;All categories: Age 16+;2710;2.160653777157664;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2019-05-01;Leicester;E06000016;Female;Aged 25-29;335;2.4291204408672322;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2019-05-01;Leicester;E06000016;Female;Aged 50-54;225;2.0506744440393727;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2019-05-01;Leicester;E06000016;Female;Aged 55-59;225;2.2926431628286124;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2019-05-01;Leicester;E06000016;Female;Aged 65+;15;0.06378093375287014;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2019-05-01;England;E92000001;Total;Aged 25-29;121405;3.267718771356045;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2019-05-01;England;E92000001;Total;Aged 40-44;86050;2.40335872523954;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2019-05-01;England;E92000001;Male;All categories: Age 16+;540925;3.0863406837414993;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2019-05-01;England;E92000001;Male;Aged 16-24;104580;3.4479552616430307;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2019-05-01;England;E92000001;Male;Aged 40-44;48455;2.7630358211014854;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2019-05-01;England;E92000001;Male;Aged 50-54;52040;2.7063782428823657;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2019-05-01;England;E92000001;Male;Aged 60-64;39855;2.4878882819244663;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2019-05-01;England;E92000001;Female;All categories: Age 16+;381850;2.1120906445032017;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2019-05-01;England;E92000001;Female;Aged 16-24;67740;2.2915095073626666;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2019-05-01;England;E92000001;Female;Aged 30-34;47845;2.3403412314856484;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2019-05-01;England;E92000001;Female;Aged 35-39;42205;2.1604977770497342;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2019-05-01;England;E92000001;Female;Aged 40-44;37590;2.0577877604601476;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2019-05-01;England;E92000001;Female;Aged 50-54;37170;1.8726487979932378;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2019-05-01;England;E92000001;Female;Aged 55-59;32520;1.6791414692178053;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2019-05-01;England;E92000001;Female;Aged 65+;1800;0.03191152706407746;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
